foldName	fileName
Fold_1	494_Consult-HistoryandPhy.-TroubleBreathing-H&P_6.txt
Fold_1	503_Consult-HistoryandPhy.-ViralGastroenteritis_6.txt
Fold_1	513_Consult-HistoryandPhy.-Well-womancheckup_8.txt
Fold_1	518_Consult-HistoryandPhy.-AbdominalPain-Consult_8.txt
Fold_1	523_Consult-HistoryandPhy.-AcuteCystitis&DiabetesTypeII_7.txt
Fold_1	52_Consult-HistoryandPhy.-C.DiffColitisConsult_7.txt
Fold_1	55_Consult-HistoryandPhy.-CardiacConsult&Cardioversion_8.txt
Fold_1	59_Consult-HistoryandPhy.-CardiacConsultation-3_5.txt
Fold_1	62_Consult-HistoryandPhy.-CardiacConsultation-6_11.txt
Fold_1	66_Consult-HistoryandPhy.-CervicalSpondylosis-NeuroConsult_7.txt
Fold_1	67_Consult-HistoryandPhy.-Chestdiscomfort&palpitations-Consult._10.txt
Fold_1	70_Consult-HistoryandPhy.-CholangiocarcinomaConsult_9.txt
Fold_1	75_Consult-HistoryandPhy.-ChronicSinusitis_9.txt
Fold_1	80_Consult-HistoryandPhy.-ComprehensiveNeurologicalEvaluation_6.txt
Fold_1	81_Consult-HistoryandPhy.-Congestion-21-day-old_11.txt
Fold_1	90_Consult-HistoryandPhy.-Consult-BreastCancer_11.txt
Fold_1	93_Consult-HistoryandPhy.-Consult-ChestPain_6.txt
Fold_1	95_Consult-HistoryandPhy.-Consult-CHF&Lymphedema_5.txt
Fold_2	119_Consult-HistoryandPhy.-Consult-Syncope_11.txt
Fold_2	124_Consult-HistoryandPhy.-Consult_ERReport-OB_GYN_8.txt
Fold_2	163_Consult-HistoryandPhy.-ENTConsult-1_10.txt
Fold_2	174_Consult-HistoryandPhy.-FlankPain-Consult_8.txt
Fold_2	179_Consult-HistoryandPhy.-ForeignBody-RightNose_8.txt
Fold_2	184_Consult-HistoryandPhy.-GastricBypassDiscussion-3_7.txt
Fold_2	189_Consult-HistoryandPhy.-GenMedConsult-12_9.txt
Fold_2	196_Consult-HistoryandPhy.-GenMedConsult-19_6.txt
Fold_2	197_Consult-HistoryandPhy.-GenMedConsult-2_8.txt
Fold_2	19_Consult-HistoryandPhy.-AnkleSprain-H&P_9.txt
Fold_2	216_Consult-HistoryandPhy.-GenMedConsult-37_8.txt
Fold_2	233_Consult-HistoryandPhy.-GenMedConsult-52_7.txt
Fold_2	234_Consult-HistoryandPhy.-GenMedConsult-53_6.txt
Fold_2	236_Consult-HistoryandPhy.-GenMedConsult-6_7.txt
Fold_2	242_Consult-HistoryandPhy.-GIConsultation-1_7.txt
Fold_2	254_Consult-HistoryandPhy.-H&P-GenMed-2_8.txt
Fold_2	266_Consult-HistoryandPhy.-HipFracture-ERConsult_8.txt
Fold_2	274_Consult-HistoryandPhy.-Hypertension-Consult_8.txt
Fold_2	288_Consult-HistoryandPhy.-KneeDJD-Consult_11.txt
Fold_2	289_Consult-HistoryandPhy.-KneeInjury_8.txt
Fold_2	295_Consult-HistoryandPhy.-LeftLowerQuadrantPain-ERVisit_10.txt
Fold_2	297_Consult-HistoryandPhy.-Lightheaded&Dizziness_10.txt
Fold_2	301_Consult-HistoryandPhy.-LowBackPain-Consult_5.txt
Fold_2	302_Consult-HistoryandPhy.-Lowerbackpain_6.txt
Fold_2	304_Consult-HistoryandPhy.-LumbarRadiculopathy-Consult_4.txt
Fold_2	305_Consult-HistoryandPhy.-LumbarSpineHNP-Consult_22.txt
Fold_2	310_Consult-HistoryandPhy.-MajorDepressiveDisorder-IMEConsult_8.txt
Fold_2	312_Consult-HistoryandPhy.-MantleCellLymphoma-Consult_8.txt
Fold_2	324_Consult-HistoryandPhy.-MultipleNeurologicalSymptoms_8.txt
Fold_2	328_Consult-HistoryandPhy.-NeonatalConsult_9.txt
Fold_2	335_Consult-HistoryandPhy.-Neuroblastoma-Consult_8.txt
Fold_2	348_Consult-HistoryandPhy.-NeuropsychologicalEvaluation-4_11.txt
Fold_2	351_Consult-HistoryandPhy.-Non-Q-waveMyocardialInfarction_8.txt
Fold_2	391_Consult-HistoryandPhy.-OccupationalMedicineConsult-3_9.txt
Fold_2	396_Consult-HistoryandPhy.-OrthopedicConsult_9.txt
Fold_2	405_Consult-HistoryandPhy.-PainManagementConsult-2_7.txt
Fold_2	408_Consult-HistoryandPhy.-PenileCellulitis_7.txt
Fold_2	410_Consult-HistoryandPhy.-PericardialEffusion_10.txt
Fold_2	421_Consult-HistoryandPhy.-ProstateAdenocarcinoma-H&P_7.txt
Fold_2	427_Consult-HistoryandPhy.-PsychConsult-AssaultiveBehavior_10.txt
Fold_2	430_Consult-HistoryandPhy.-PsychConsult-Depression-1_9.txt
Fold_2	433_Consult-HistoryandPhy.-PsychConsult-PainMeds_10.txt
Fold_2	436_Consult-HistoryandPhy.-PsychConsult-Psychosis-1_9.txt
Fold_2	437_Consult-HistoryandPhy.-PsychConsult-Schizophrenia_11.txt
Fold_2	438_Consult-HistoryandPhy.-PsychConsult-Substanceabuse_8.txt
Fold_2	452_Consult-HistoryandPhy.-RectalBleeding-1-year-old_10.txt
Fold_2	458_Consult-HistoryandPhy.-RenalInsufficiency-Consult_10.txt
Fold_2	45_Consult-HistoryandPhy.-BrainTumor-Consult_6.txt
Fold_2	463_Consult-HistoryandPhy.-Rotatorcuffsyndrome-H&P_9.txt
Fold_2	471_Consult-HistoryandPhy.-SmallBowelObstruction_10.txt
Fold_2	474_Consult-HistoryandPhy.-Spinalfluidevaluation_9.txt
Fold_2	478_Consult-HistoryandPhy.-StatusEpilepticus_7.txt
Fold_2	47_Consult-HistoryandPhy.-BreastCalcifications-PreopConsult_10.txt
Fold_2	482_Consult-HistoryandPhy.-Syncope-ERVisit-1_7.txt
Fold_2	483_Consult-HistoryandPhy.-T-CellLymphomaConsult_7.txt
Fold_2	496_Consult-HistoryandPhy.-URI&EustachianCongestion_6.txt
Fold_2	507_Consult-HistoryandPhy.-Well-ChildCheck-2_7.txt
Fold_2	517_Consult-HistoryandPhy.-A5-month-oldboywithcough_8.txt
Fold_2	519_Consult-HistoryandPhy.-AbnormalEchocardiogram_10.txt
Fold_2	56_Consult-HistoryandPhy.-CardiacConsultation_6.txt
Fold_2	5_Consult-HistoryandPhy.-Abrasions&Lacerations-ERVisit_8.txt
Fold_2	64_Consult-HistoryandPhy.-Cardiomyopathy&Hypotension-Consult_11.txt
Fold_2	67_Consult-HistoryandPhy.-Chestdiscomfort&palpitations-Consult._5.txt
Fold_2	68_Consult-HistoryandPhy.-ChestPain-CardiacConsult_6.txt
Fold_2	69_Consult-HistoryandPhy.-ChestWallLump-Consult_11.txt
Fold_2	78_Consult-HistoryandPhy.-ColonCancerScreening_8.txt
Fold_2	94_Consult-HistoryandPhy.-Consult-ChestPain-1_10.txt
Fold_2	96_Consult-HistoryandPhy.-Consult-CongestiveHeartFailure_10.txt
Fold_3	111_Consult-HistoryandPhy.-Consult-PulsatileTinnitus_10.txt
Fold_3	114_Consult-HistoryandPhy.-Consult-Seizures_7.txt
Fold_3	116_Consult-HistoryandPhy.-Consult-Sepsis_6.txt
Fold_3	120_Consult-HistoryandPhy.-Consult-Vomiting&Nausea_7.txt
Fold_3	125_Consult-HistoryandPhy.-ConversionDisorder_7.txt
Fold_3	12_Consult-HistoryandPhy.-Agitation-ERVisit_7.txt
Fold_3	146_Consult-HistoryandPhy.-Diplopia_8.txt
Fold_3	157_Consult-HistoryandPhy.-ElevatedBNP-Consult_9.txt
Fold_3	15_Consult-HistoryandPhy.-AllergyEvaluationConsult_9.txt
Fold_3	160_Consult-HistoryandPhy.-Encephalopathy-RehabConsult_9.txt
Fold_3	162_Consult-HistoryandPhy.-ENTConsult_14.txt
Fold_3	16_Consult-HistoryandPhy.-Anemia-Consult_10.txt
Fold_3	18_Consult-HistoryandPhy.-AnklePain-Consult_10.txt
Fold_3	203_Consult-HistoryandPhy.-GenMedConsult-25_8.txt
Fold_3	204_Consult-HistoryandPhy.-GenMedConsult-26_9.txt
Fold_3	206_Consult-HistoryandPhy.-GenMedConsult-28_7.txt
Fold_3	210_Consult-HistoryandPhy.-GenMedConsult-31_8.txt
Fold_3	215_Consult-HistoryandPhy.-GenMedConsult-36_7.txt
Fold_3	220_Consult-HistoryandPhy.-GenMedConsult-40_8.txt
Fold_3	222_Consult-HistoryandPhy.-GenMedConsult-42_6.txt
Fold_3	226_Consult-HistoryandPhy.-GenMedConsult-46_10.txt
Fold_3	228_Consult-HistoryandPhy.-GenMedConsult-48_8.txt
Fold_3	232_Consult-HistoryandPhy.-GenMedConsult-51_7.txt
Fold_3	241_Consult-HistoryandPhy.-GenMedH&P-2_7.txt
Fold_3	245_Consult-HistoryandPhy.-GIConsultation-4_9.txt
Fold_3	256_Consult-HistoryandPhy.-H&P-Nausea&Vomiting_8.txt
Fold_3	257_Consult-HistoryandPhy.-H&P-Weakness_8.txt
Fold_3	261_Consult-HistoryandPhy.-HematologyConsult_6.txt
Fold_3	267_Consult-HistoryandPhy.-HipFracture-RehabConsult_9.txt
Fold_3	27_Consult-HistoryandPhy.-AtrialFibrillationManagement_8.txt
Fold_3	305_Consult-HistoryandPhy.-LumbarSpineHNP-Consult_13.txt
Fold_3	307_Consult-HistoryandPhy.-LungCancer&MI-HospiceCosult_10.txt
Fold_3	309_Consult-HistoryandPhy.-Lymphoma-Consult_6.txt
Fold_3	318_Consult-HistoryandPhy.-Mesothelioma-Consult_8.txt
Fold_3	321_Consult-HistoryandPhy.-MigrainewithoutAura-Consult_10.txt
Fold_3	322_Consult-HistoryandPhy.-MultilobarPneumonia_7.txt
Fold_3	32_Consult-HistoryandPhy.-BariatricConsult-SurgicalWeightLoss-3_5.txt
Fold_3	331_Consult-HistoryandPhy.-NephrologyConsultation-3_4.txt
Fold_3	348_Consult-HistoryandPhy.-NeuropsychologicalEvaluation-4_12.txt
Fold_3	399_Consult-HistoryandPhy.-OrthopedicConsult-3_9.txt
Fold_3	401_Consult-HistoryandPhy.-OrthopedicConsult-5_8.txt
Fold_3	409_Consult-HistoryandPhy.-PenileDischarge_11.txt
Fold_3	417_Consult-HistoryandPhy.-PostopMedicalManagement_11.txt
Fold_3	424_Consult-HistoryandPhy.-PsychConsult-AlcoholWithdrawal_10.txt
Fold_3	430_Consult-HistoryandPhy.-PsychConsult-Depression-1_10.txt
Fold_3	448_Consult-HistoryandPhy.-PulmonaryEmbolism_9.txt
Fold_3	44_Consult-HistoryandPhy.-BloodinUrine-ERVisit_10.txt
Fold_3	451_Consult-HistoryandPhy.-RecordsReview-Orthopedic_8.txt
Fold_3	453_Consult-HistoryandPhy.-RectalBleeding-Consult_9.txt
Fold_3	454_Consult-HistoryandPhy.-RecurrentAbscesses-Consult_9.txt
Fold_3	457_Consult-HistoryandPhy.-RenalFailureEvaluation_8.txt
Fold_3	462_Consult-HistoryandPhy.-RheumatoidArthritis-H&P_9.txt
Fold_3	469_Consult-HistoryandPhy.-Sinusproblems-Consult_11.txt
Fold_3	46_Consult-HistoryandPhy.-BreastAugmentationConsult_6.txt
Fold_3	475_Consult-HistoryandPhy.-SportsPhysical-1_5.txt
Fold_3	479_Consult-HistoryandPhy.-SupraclavicularLymphadenopathy_8.txt
Fold_3	489_Consult-HistoryandPhy.-TIA&LumbarStenosis_9.txt
Fold_3	491_Consult-HistoryandPhy.-TongueSwelling_10.txt
Fold_3	493_Consult-HistoryandPhy.-TracheostomyTubeConsult_9.txt
Fold_3	511_Consult-HistoryandPhy.-Well-ChildCheck-6_2.txt
Fold_3	514_Consult-HistoryandPhy.-Worker'sCompensationInjury_9.txt
Fold_3	515_Consult-HistoryandPhy.-WoundCareConsult_9.txt
Fold_3	522_Consult-HistoryandPhy.-AcneVulgaris-H&P_9.txt
Fold_3	524_Consult-HistoryandPhy.-AcuteInferiorMyocardialInfarction_7.txt
Fold_3	73_Consult-HistoryandPhy.-ChronicKidneyDisease-Consult_8.txt
Fold_3	86_Consult-HistoryandPhy.-Consult-Alzheimerdisease_7.txt
Fold_3	97_Consult-HistoryandPhy.-Consult-CoronaryArteryDisease_10.txt
Fold_3	98_Consult-HistoryandPhy.-Consult-EnlargedTonsils_9.txt
Fold_4	102_Consult-HistoryandPhy.-Consult-ICUManagement_11.txt
Fold_4	107_Consult-HistoryandPhy.-Consult-MultipleColonPolyps_6.txt
Fold_4	112_Consult-HistoryandPhy.-Consult-RectalBleeding_8.txt
Fold_4	115_Consult-HistoryandPhy.-Consult-Seizures-1_7.txt
Fold_4	122_Consult-HistoryandPhy.-ConsultforColostomyReversal_8.txt
Fold_4	125_Consult-HistoryandPhy.-ConversionDisorder_5.txt
Fold_4	126_Consult-HistoryandPhy.-Cough&AbdominalPain_10.txt
Fold_4	132_Consult-HistoryandPhy.-DetoxfromHeroin_7.txt
Fold_4	173_Consult-HistoryandPhy.-FirstPapsmear._7.txt
Fold_4	178_Consult-HistoryandPhy.-ForeignBody-Fingernail_6.txt
Fold_4	17_Consult-HistoryandPhy.-Angina-Consult_9.txt
Fold_4	191_Consult-HistoryandPhy.-GenMedConsult-14_7.txt
Fold_4	202_Consult-HistoryandPhy.-GenMedConsult-24_10.txt
Fold_4	207_Consult-HistoryandPhy.-GenMedConsult-29_8.txt
Fold_4	209_Consult-HistoryandPhy.-GenMedConsult-30_10.txt
Fold_4	213_Consult-HistoryandPhy.-GenMedConsult-34_10.txt
Fold_4	218_Consult-HistoryandPhy.-GenMedConsult-39_9.txt
Fold_4	237_Consult-HistoryandPhy.-GenMedConsult-7_6.txt
Fold_4	243_Consult-HistoryandPhy.-GIConsultation-2_6.txt
Fold_4	265_Consult-HistoryandPhy.-Hematuria&UrinaryRetention_7.txt
Fold_4	273_Consult-HistoryandPhy.-HypersensitivitytoCoumadin_5.txt
Fold_4	281_Consult-HistoryandPhy.-InfantileSpasms_10.txt
Fold_4	284_Consult-HistoryandPhy.-Irondeficiencyanemia_9.txt
Fold_4	286_Consult-HistoryandPhy.-ItchyRash-ERVisit_7.txt
Fold_4	291_Consult-HistoryandPhy.-Kyphosis_7.txt
Fold_4	293_Consult-HistoryandPhy.-LaparoscopicGastricBypassConsult-2_5.txt
Fold_4	296_Consult-HistoryandPhy.-Lesions-AdrenalandPancreatic_10.txt
Fold_4	303_Consult-HistoryandPhy.-LowerQuadrantPain_10.txt
Fold_4	306_Consult-HistoryandPhy.-LumbosacralPolyradiculopathy_8.txt
Fold_4	315_Consult-HistoryandPhy.-MedicalManagementConsultRequest_10.txt
Fold_4	31_Consult-HistoryandPhy.-BariatricConsult-SurgicalWeightLoss-2_6.txt
Fold_4	325_Consult-HistoryandPhy.-Murmur&Bacteremia._9.txt
Fold_4	334_Consult-HistoryandPhy.-NeuroConsult-LegWeakness_7.txt
Fold_4	341_Consult-HistoryandPhy.-NeurologicConsultation-4_9.txt
Fold_4	347_Consult-HistoryandPhy.-NeuropsychologicalEvaluation-3_11.txt
Fold_4	352_Consult-HistoryandPhy.-Non-SmallCellLungCancer-Consult_10.txt
Fold_4	366_Consult-HistoryandPhy.-NormalNewbornH&PTemplate_5.txt
Fold_4	38_Consult-HistoryandPhy.-BilateralHipPain_8.txt
Fold_4	402_Consult-HistoryandPhy.-OtitisMedia-H&P_7.txt
Fold_4	404_Consult-HistoryandPhy.-PainManagementConsult-1_5.txt
Fold_4	407_Consult-HistoryandPhy.-PediatricRheumatologyConsult_8.txt
Fold_4	412_Consult-HistoryandPhy.-PeripheralEffusion-Consult_9.txt
Fold_4	418_Consult-HistoryandPhy.-Preeclampsia_10.txt
Fold_4	425_Consult-HistoryandPhy.-PsychConsult-AlteredMentalStatus_9.txt
Fold_4	426_Consult-HistoryandPhy.-PsychConsult-Anxiety_9.txt
Fold_4	427_Consult-HistoryandPhy.-PsychConsult-AssaultiveBehavior_3.txt
Fold_4	436_Consult-HistoryandPhy.-PsychConsult-Psychosis-1_10.txt
Fold_4	437_Consult-HistoryandPhy.-PsychConsult-Schizophrenia_10.txt
Fold_4	444_Consult-HistoryandPhy.-PubicCellulitis_13.txt
Fold_4	460_Consult-HistoryandPhy.-RevocationAdmission_8.txt
Fold_4	466_Consult-HistoryandPhy.-Sepsis-Consult_9.txt
Fold_4	468_Consult-HistoryandPhy.-SickSinusSyndrome_6.txt
Fold_4	479_Consult-HistoryandPhy.-SupraclavicularLymphadenopathy_7.txt
Fold_4	481_Consult-HistoryandPhy.-Syncope-ERVisit_11.txt
Fold_4	486_Consult-HistoryandPhy.-Thrombocytopenia-Consult_8.txt
Fold_4	486_Consult-HistoryandPhy.-Thrombocytopenia-Consult_9.txt
Fold_4	490_Consult-HistoryandPhy.-TineaPedis-H&P_8.txt
Fold_4	504_Consult-HistoryandPhy.-WeightGainandEdema_8.txt
Fold_4	508_Consult-HistoryandPhy.-Well-ChildCheck-3_8.txt
Fold_4	57_Consult-HistoryandPhy.-CardiacConsultation-1_8.txt
Fold_4	65_Consult-HistoryandPhy.-CervicalCordLesion-Consult_7.txt
Fold_4	74_Consult-HistoryandPhy.-ChronicOtitisMedia_9.txt
Fold_4	7_Consult-HistoryandPhy.-AcuteCystitis&DiabetesTypeII_7.txt
Fold_4	82_Consult-HistoryandPhy.-Congestion&Cough-5-month-Old_8.txt
Fold_4	85_Consult-HistoryandPhy.-Consult-AbnormalEKG_10.txt
Fold_4	87_Consult-HistoryandPhy.-Consult-AtrialFibrillation_8.txt
Fold_4	88_Consult-HistoryandPhy.-Consult-AtrialFibrillation-1_10.txt
Fold_4	8_Consult-HistoryandPhy.-AcuteInferiorMyocardialInfarction_7.txt
Fold_5	10_Consult-HistoryandPhy.-AdmissionHistory&Physical-Nausea_10.txt
Fold_5	113_Consult-HistoryandPhy.-Consult-ScreeningColonoscopy_7.txt
Fold_5	118_Consult-HistoryandPhy.-Consult-StasisUlcer_7.txt
Fold_5	11_Consult-HistoryandPhy.-AdultHydrocephalus_7.txt
Fold_5	121_Consult-HistoryandPhy.-Consult-Weankness&Polymyositis_9.txt
Fold_5	123_Consult-HistoryandPhy.-ConsultforNewWheelchair_4.txt
Fold_5	13_Consult-HistoryandPhy.-AirUnderDiaphragm-Consult_9.txt
Fold_5	148_Consult-HistoryandPhy.-DisseminatedIntravascularCoagulation_7.txt
Fold_5	14_Consult-HistoryandPhy.-AirwayCompromise&ForeignBody-ERVisit_8.txt
Fold_5	150_Consult-HistoryandPhy.-DogBite_9.txt
Fold_5	158_Consult-HistoryandPhy.-ElevatedCardiacEnzymes_10.txt
Fold_5	159_Consult-HistoryandPhy.-ElevatedPSA-H&P_8.txt
Fold_5	170_Consult-HistoryandPhy.-EyeExamination-H&P_8.txt
Fold_5	190_Consult-HistoryandPhy.-GenMedConsult-13_8.txt
Fold_5	20_Consult-HistoryandPhy.-AnnualHealthMaintenanceExam_6.txt
Fold_5	214_Consult-HistoryandPhy.-GenMedConsult-35_8.txt
Fold_5	249_Consult-HistoryandPhy.-Glioma-Consult_8.txt
Fold_5	24_Consult-HistoryandPhy.-ArmPain-NeuroConsult_8.txt
Fold_5	251_Consult-HistoryandPhy.-Guillain-BarreSyndrome_8.txt
Fold_5	258_Consult-HistoryandPhy.-HandPain-Consult_6.txt
Fold_5	259_Consult-HistoryandPhy.-Head&NeckCancerConsult_9.txt
Fold_5	263_Consult-HistoryandPhy.-Hematuria-Consult_5.txt
Fold_5	264_Consult-HistoryandPhy.-Hematuria-ERVisit_7.txt
Fold_5	272_Consult-HistoryandPhy.-Hypergranulation-Consult_10.txt
Fold_5	275_Consult-HistoryandPhy.-Hypertension&Cardiomyopathy_6.txt
Fold_5	285_Consult-HistoryandPhy.-IschemicCecum-Consult_8.txt
Fold_5	28_Consult-HistoryandPhy.-AttemptedSuicide-Consult_10.txt
Fold_5	290_Consult-HistoryandPhy.-Kyphoplasty-Consult_9.txt
Fold_5	2_Consult-HistoryandPhy.-AbdominalPain-Consult_8.txt
Fold_5	308_Consult-HistoryandPhy.-LymphoblasticLeukemia-Consult_10.txt
Fold_5	30_Consult-HistoryandPhy.-BariatricConsult-SurgicalWeightLoss-1_6.txt
Fold_5	313_Consult-HistoryandPhy.-MarginalZoneLymphoma_9.txt
Fold_5	319_Consult-HistoryandPhy.-MetastaticOvarianCancer-Consult_10.txt
Fold_5	329_Consult-HistoryandPhy.-NephrologyConsultation-1_10.txt
Fold_5	332_Consult-HistoryandPhy.-NephrologyConsultation-4_9.txt
Fold_5	33_Consult-HistoryandPhy.-BariatricConsult-SurgicalWeightLoss-4_8.txt
Fold_5	344_Consult-HistoryandPhy.-NeuropsychologicalEvaluation_8.txt
Fold_5	345_Consult-HistoryandPhy.-NeuropsychologicalEvaluation-1_7.txt
Fold_5	387_Consult-HistoryandPhy.-OB_GYNConsultation-4_7.txt
Fold_5	39_Consult-HistoryandPhy.-BipolarAffectiveDisorder-Consult_10.txt
Fold_5	3_Consult-HistoryandPhy.-AbnormalEchocardiogram_10.txt
Fold_5	406_Consult-HistoryandPhy.-ParoxysmalAtrialFibrillation_10.txt
Fold_5	40_Consult-HistoryandPhy.-BladderCancer_9.txt
Fold_5	414_Consult-HistoryandPhy.-PhysicalExamandPap-2_7.txt
Fold_5	415_Consult-HistoryandPhy.-Pneumoconiosis_7.txt
Fold_5	419_Consult-HistoryandPhy.-PreopCardiacConsult_9.txt
Fold_5	429_Consult-HistoryandPhy.-PsychConsult-Dementia_8.txt
Fold_5	440_Consult-HistoryandPhy.-PsychH&P-2_8.txt
Fold_5	446_Consult-HistoryandPhy.-PulmonaryConsultation-2_8.txt
Fold_5	464_Consult-HistoryandPhy.-SchoolPhysical-1_5.txt
Fold_5	470_Consult-HistoryandPhy.-Sleepiness-Consult_9.txt
Fold_5	487_Consult-HistoryandPhy.-ThyroidMassConsult_9.txt
Fold_5	488_Consult-HistoryandPhy.-TIA-Cosult_5.txt
Fold_5	498_Consult-HistoryandPhy.-UrologyConsut-1_9.txt
Fold_5	500_Consult-HistoryandPhy.-VentricularEctopy-Consult_12.txt
Fold_5	510_Consult-HistoryandPhy.-Well-ChildCheck-5_6.txt
Fold_5	521_Consult-HistoryandPhy.-Abrasions&Lacerations-ERVisit_8.txt
Fold_5	526_Consult-HistoryandPhy.-AdmissionHistory&Physical-Nausea_10.txt
Fold_5	58_Consult-HistoryandPhy.-CardiacConsultation-2_8.txt
Fold_5	60_Consult-HistoryandPhy.-CardiacConsultation-4_6.txt
Fold_5	61_Consult-HistoryandPhy.-CardiacConsultation-5_7.txt
Fold_5	63_Consult-HistoryandPhy.-CardiacConsultation-7_7.txt
Fold_5	6_Consult-HistoryandPhy.-AcneVulgaris-H&P_9.txt
Fold_5	77_Consult-HistoryandPhy.-ColonCancerConsult_9.txt
Fold_5	79_Consult-HistoryandPhy.-ColonPolyps-GeneticCounseling_8.txt
Fold_5	89_Consult-HistoryandPhy.-Consult-Back&LegPain_7.txt
Fold_5	91_Consult-HistoryandPhy.-Consult-BreastCancer-1_10.txt
