He	0
is	0
a	0
tobacco	0
user	Status
He	0
does	Status
not	Status
drink	0
Denies	Status
any	Status
tobacco	0
alcohol	0
or	0
illicit	0
drug	0
use	0
of	0
any	0
kind	0
SOCIAL	0
HISTORY	0
No	Status
tobacco	0
alcohol	0
or	0
illicit	0
drug	0
use	0
SOCIAL	0
HISTORY	0
She	0
does	Status
not	Status
smoke	0
and	0
she	0
does	Status
not	Status
drink	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
nonsmoker	Status
SOCIAL	0
HISTORY	0
He	0
does	0
admit	Status
to	Status
one	0
half	0
pack	0
of	0
cigarette	0
consumption	0
per	0
day	0
He	0
denies	Status
any	0
alcohol	0
consumption	0
She	0
is	0
an	0
ex-smoker	Status
quit	0
smoking	0
about	0
five	0
years	0
ago	0
She	0
occasionally	0
drinks	Status
a	0
glass	0
of	0
wine	0
She	0
denies	Status
any	0
other	0
recreational	0
drugs	0
use	0
He	0
has	Status
history	Status
of	Status
tobacco	0
use	0
in	0
the	0
past	0
He	0
denies	Status
alcohol	0
or	0
drug	0
abuse	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	Status
not	Status
smoke	0
cigarettes	0
abuse	0
alcohol	0
nor	0
drink	0
any	0
caffeine	0
No	Status
use	Status
of	0
illicit	0
drugs	0
PERSONAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	Status
She	0
does	Status
not	Status
consume	0
alcohol	0
No	Status
history	Status
of	0
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
She	0
drinks	Status
alcohol	0
occasionally	0
A	0
76-year-old	0
who	0
used	0
to	0
smoke	0
a	0
pack	0
a	0
day	0
and	0
quit	Status
in	0
1985	0
Never	Status
smoked	0
Denies	Status
any	0
alcohol	0
Smokes	Status
1-2	0
packs/cigarettes	0
per	0
day	0
and	0
drinks	Status
alcohol	0
socially	0
Denies	Status
tobacco	0
alcohol	0
and	0
drug	0
use	0
SOCIAL	0
HISTORY	0
Patient	0
is	0
married	0
and	0
is	0
a	0
nonsmoker	Status
and	0
lives	0
with	0
his	0
wife	0
who	0
is	0
here	0
with	0
him	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	Status
not	Status
smoke	0
She	0
consumes	Status
alcohol	0
moderately	0
SOCIAL	0
HISTORY	0
Denies	Status
alcohol	0
or	0
drugs	0
Smokes	0
2	0
packs	0
of	0
cigarettes	0
per	0
day	0
SOCIAL	0
HISTORY	0
Patient	0
denies	Status
alcohol	0
use	0
Patient	0
denies	Status
illegal	0
drug	0
use	0
Patient	0
denies	Status
tobacco	0
use	0
He	0
does	0
have	0
a	0
smoking	0
history	0
about	0
a	0
20	0
pack-year	0
history	0
and	0
he	0
reports	Status
quitting	Status
on	Status
July	Status
27	Status
He	0
does	Status
drink	Status
alcohol	0
socially	0
No	Status
use	Status
of	0
illicit	0
drugs	0
He	0
does	Status
not	Status
use	Status
alcohol	0
tobacco	0
or	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
Patient	0
denies	Status
alcohol	0
use	0
Patient	0
denies	0
illegal	0
drug	0
use	0
Patient	0
denies	0
STD	0
history	0
Patient	0
denies	Status
tobacco	0
use	0
SOCIAL	0
HISTORY	0
She	0
does	Status
not	Status
drink	0
or	0
smoke	0
He	0
does	Status
smoke	Status
despite	0
understanding	0
the	0
risks	0
associated	0
with	0
smoking	0
a	0
pack	0
every	0
6	0
days	0
Does	Status
not	Status
drink	0
alcohol	0
or	0
use	0
any	0
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
The	0
patient	0
had	Status
been	Status
previously	Status
a	0
smoker	0
She	0
used	0
to	0
smoke	0
2-1/2	0
packs	0
per	0
day	0
for	0
32	0
years	0
but	0
quit	Status
in	0
1995	0
Denies	Status
alcohol	0
and	0
denies	Status
IV	0
or	0
illicit	0
drug	0
use	0
SOCIAL	0
HISTORY	0
The	0
patient	0
still	Status
smokes	0
about	0
a	0
third	0
of	0
a	0
pack	0
a	0
day	0
also	0
drinks	Status
only	0
occasional	0
alcoholic	0
drinks	0
She	0
does	0
not	Status
use	Status
drugs	Status
alcohol	0
or	0
smoke	0
and	0
denies	0
sexual	0
activity	0
He	0
has	0
previously	Status
smoked	0
about	0
two	0
packs	0
of	0
cigarettes	0
daily	0
for	0
20	0
years	0
but	0
quit	0
about	0
20	0
years	0
ago	0
He	0
denies	Status
alcohol	0
or	0
illicit	0
drug	0
use	0
Of	0
note	0
she	0
does	0
not	Status
drink	0
or	0
smoke	0
SOCIAL	0
HISTORY	0
He	0
does	Status
smoke	Status
two	0
packs	0
of	0
cigarettes	0
per	0
day	0
He	0
has	0
no	Status
alcohol	0
or	0
drug	0
use	0
He	0
does	0
have	0
smoking	0
history	0
as	0
about	0
a	0
thirteen	0
and	0
a	0
half	0
pack	0
year	0
history	0
of	0
smoking	0
currently	Status
smoking	0
about	0
a	0
quarter	0
of	0
a	0
pack	0
per	0
day	0
He	0
does	Status
not	Status
use	Status
alcohol	0
or	0
illicit	0
drugs	0
He	0
and	0
his	0
wife	0
have	0
experienced	0
marital	0
discord	0
secondary	0
to	0
his	0
alcohol	0
use	Status
There	0
are	0
no	Status
other	Status
illicit	0
drugs	0
except	0
alcohol	0
that	0
the	0
patient	0
reports	0
SOCIAL	0
HISTORY	0
She	0
smoked	0
cigarettes	0
socially	0
while	0
in	0
her	0
20s	0
She	0
does	Status
not	Status
smoke	0
now	0
She	Status
has	Status
two	0
glasses	0
of	0
wine	0
per	0
day	0
both	0
red	0
and	0
white	0
wine	0
She	0
is	0
not	Status
an	0
alcohol	0
or	0
tobacco	0
user	0
SOCIAL	0
HISTORY	0
The	0
patient	0
denies	Status
tobacco	0
ethanol	0
or	0
drug	0
use	0
SOCIAL	0
HISTORY	0
Patient	0
admits	0
tobacco	0
use	Status
She	0
relates	0
a	0
smoking	0
history	0
of	0
40	0
pack	0
years	0
She	0
does	Status
not	Status
smoke	0
or	0
drink	0
alcohol	0
currently	0
SOCIAL	0
HISTORY	0
He	0
denies	Status
tobacco	0
or	0
alcohol	0
SOCIAL	0
HISTORY	0
The	0
patient	0
lives	0
alone	0
in	0
an	0
apartment	0
uses	0
prior	0
to	0
sobriety	Status
15	0
months	0
ago	0
He	0
was	0
a	0
binge	0
drinker	0
although	0
unable	0
to	0
provide	0
detail	0
about	0
frequency	0
of	0
binges	0
SOCIAL	0
HISTORY	0
Significant	0
for	0
about	0
a	0
20-pack-year	0
tobacco	0
use	0
quit	Status
in	0
1991	0
No	Status
ethanol	0
use	0
or	0
illicit	0
drug	0
use	0
No	Status
history	Status
of	0
tobacco	0
use	0
No	Status
history	Status
of	0
alcohol	0
use	0
He	0
quit	Status
smoking	Status
6	0
years	0
ago	0
but	0
dips	Status
(smokeless)	0
tobacco	0
PERSONAL	0
AND	0
SOCIAL	0
HISTORY	0
He	0
smoked	Status
2	0
to	0
3	0
packets	0
per	0
day	0
for	0
at	0
least	0
last	0
10	0
years	0
He	0
quit	0
smoking	0
roughly	0
about	0
20	0
years	0
ago	0
Occasional	0
alcohol	0
use	Status
SUBSTANCE	0
HISTORY	0
The	0
patient	0
has	Status
been	Status
sober	Status
for	0
five	0
years	0
She	0
drank	0
one	0
bottle	0
of	0
wine	0
per	0
day	0
as	0
per	0
HPI	0
The	0
patient	0
experimented	Status
with	Status
amphetamines	0
cocaine	0
marijuana	0
approximately	0
16	0
years	0
ago	0
Denies	Status
tobacco	0
or	0
alcohol	0
use	0
SOCIAL	0
HISTORY	0
He	0
smokes	Status
one	0
pack	0
of	0
cigarettes	0
per	0
day	0
He	0
is	Status
a	0
social	0
drinker	0
She	0
used	0
to	0
smoke	0
but	0
quit	Status
about	Status
10	Status
years	Status
ago	Status
She	0
smoked	0
1	0
to	0
2	0
packs	0
a	0
day	0
from	0
age	0
18	0
to	0
54	0
Denies	Status
the	Status
use	Status
of	0
alcohol	0
Patient	0
has	0
a	0
history	0
of	0
smoking	0
1	0
pack	0
of	0
cigarettes	0
per	0
day	0
and	0
for	0
the	0
past	0
15	0
years	0
She	0
uses	Status
no	Status
ethanol	0
no	Status
tobacco	0
and	0
no	Status
illicits	0
SUBSTANCE	0
USE	0
Ms	0
A	0
denied	Status
drinking	0
alcohol	0
or	0
using	0
illicit	0
drugs	0
She	0
used	Status
to	Status
smoke	0
a	0
pack	0
of	0
cigarettes	0
per	0
day	0
but	0
quit	0
five	0
to	0
six	0
years	0
ago	0
SOCIAL	0
HISTORY	0
She	0
does	Status
not	Status
drink	0
or	0
smoke	0
She	0
does	Status
not	Status
smoke	0
use	0
alcohol	0
or	0
illicit	0
drugs	0
Nonsmoker	Status
She	0
does	Status
not	Status
smoke	0
and	0
does	Status
not	Status
drink	0
alcohol	0
He	0
smokes	Status
less	0
than	0
a	0
pack	0
of	0
cigarettes	0
daily	0
He	0
denies	Status
alcohol	0
or	0
illicit	0
drug	0
use	0
He	0
does	Status
not	Status
smoke	0
drink	0
alcohol	0
or	0
consume	0
drugs	0
Nonsmoker	Status
Does	Status
not	Status
consume	0
alcohol	0
No	Status
history	Status
of	0
recreational	0
drug	0
use	0
SUBSTANCE	0
USE	0
The	0
patient	0
reported	0
that	0
she	0
rarely	0
drinks	Status
alcohol	0
and	0
she	0
denied	Status
smoking	0
or	0
using	0
illicit	0
drugs	0
She	0
does	Status
not	Status
smoke	0
drink	0
or	0
use	0
any	0
illicit	0
drugs	0
The	0
patient	0
denies	0
a	0
history	0
of	0
smoking	0
drinking	0
or	0
intravenous	0
drug	0
use	0
SOCIAL	0
HISTORY	0
She	0
has	0
a	0
20-pack	0
year	0
history	0
of	0
tobacco	0
use	Status
She	0
has	0
rare	0
alcohol	0
use	Status
She	0
has	0
no	Status
illicit	0
drug	0
use	0
SUBSTANCE	0
AND	0
ALCOHOL	0
HISTORY	0
The	0
patient	0
smoked	0
one	0
to	0
two	0
packs	0
per	0
day	0
for	0
most	0
of	0
the	0
last	0
year	0
but	0
has	0
increased	0
this	0
to	0
two	0
to	0
three	0
packs	0
per	0
day	0
in	0
the	0
last	0
month	0
His	0
partner	0
reports	0
that	0
the	0
patient	0
consumed	Status
alcohol	Status
occasionally	0
but	0
denies	0
any	0
excessive	0
or	0
binge	0
use	0
recently	0
The	0
patient	0
reports	0
smoking	0
marijuana	0
a	0
few	0
times	0
in	0
his	0
life	0
but	0
not	0
recently	0
Denies	Status
other	Status
illicit	0
substance	0
use	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	Status
not	Status
smoke	0
nor	0
drink	0
alcohol	0
He	0
denies	Status
tobacco	0
use	0
He	0
drinks	Status
alcohol	0
occasionally	0
with	0
up	0
to	0
three	0
drinks	0
a	0
week	0
No	Status
history	Status
of	0
drug	0
abuse	0
She	0
is	0
a	0
lifelong	0
nonsmoker	Status
and	0
nondrinker	Status
SOCIAL	0
HISTORY	0
The	0
patient	0
denies	Status
any	0
alcohol	0
IV	0
drug	0
abuse	0
tobacco	0
or	0
any	0
recreational	0
drugs	0
SOCIAL	0
HISTORY	0
No	Status
smoking	0
alcohol	0
or	0
drug	0
abuse	0
SOCIAL	0
HISTORY	0
Active	Status
smoker	0
Does	Status
not	Status
consume	0
alcohol	0
No	Status
history	Status
of	Status
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
No	Status
tobacco	0
alcohol	0
or	0
drug	0
abuse	0
The	0
patient	0
has	0
history	Status
of	Status
tobacco	0
abuse	0
as	0
well	0
as	0
multiple	0
illicit	0
drug	0
abuse	0
She	0
smokes	Status
a	0
half	0
pack	0
a	0
day	0
She	0
denies	Status
alcohol	0
and	0
drug	0
use	0
The	0
headache	0
may	0
be	0
brought	0
on	0
by	0
stress	0
lack	0
of	0
sleep	0
and	0
alcohol	Status
SOCIAL	0
HISTORY	0
She	0
does	Status
not	Status
smoke	0
cigarettes	0
and	0
drinks	Status
alcohol	0
only	0
occasionally	0
SOCIAL	0
HISTORY	0
She	0
has	0
a	0
27	0
pack	0
year	0
smoking	0
history	0
She	0
denies	Status
any	0
alcohol	0
use	0
She	0
does	Status
have	Status
a	Status
history	Status
of	Status
chronic	0
marijuana	0
use	0
She	0
does	Status
not	Status
have	0
a	0
smoking	0
history	0
and	0
does	Status
not	Status
drink	0
alcohol	0
SOCIAL	0
HISTORY	0
History	0
of	0
alcohol	0
use	Status
in	Status
the	Status
past	Status
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
non-smoker	Status
No	Status
alcohol	0
abuse	0
SOCIAL	0
HISTORY	0
The	0
injured	0
worker	0
denies	Status
tobacco	0
or	0
alcohol	0
consumption	0
SOCIAL	0
HISTORY	0
No	Status
history	Status
of	Status
smoking	0
alcohol	0
or	0
drug	0
use	0
SOCIAL	0
HISTORY	0
He	0
does	Status
not	Status
smoke	0
or	0
drink	0
PERSONAL	0
HISTORY	0
Married	0
active	Status
smoker	0
does	Status
not	Status
consume	Status
alcohol	0
No	Status
history	Status
of	Status
recreational	0
drug	0
use	0
He	0
drinks	Status
alcohol	0
ten	0
to	0
twelve	0
drinks	0
a	0
week	0
but	0
does	0
not	0
drink	0
five	0
days	0
a	0
week	0
and	0
then	0
will	0
binge	0
drink	0
He	0
smokes	0
one	0
and	0
a	0
half	0
pack	0
a	0
day	0
for	0
15	0
years	0
but	0
he	0
has	0
recently	0
stopped	Status
smoking	Status
for	0
the	0
past	0
two	0
weeks	0
SOCIAL	0
HISTORY	0
The	0
patient	0
used	Status
to	Status
smoke	Status
cigarettes	0
for	0
about	0
20	0
years	0
one-half	0
pack	0
a	0
day	0
She	0
rarely	0
drinks	Status
any	0
alcohol-containing	0
beverages	0
He	0
denied	Status
any	Status
smoking	0
history	0
He	0
used	Status
to	Status
drink	Status
alcohol	0
rarely	0
but	0
stopped	0
entirely	0
with	0
the	0
onset	0
of	0
his	0
symptoms	0
He	0
denied	Status
any	Status
h/o	Status
drug	0
abuse	0
SUBSTANCE	0
ABUSE	0
The	0
patient	0
was	0
actively	0
tox	Status
screen	Status
positive	Status
for	Status
benzodiazepines	0
cocaine	0
and	0
marijuana	0
SOCIAL	0
HISTORY	0
Denies	Status
any	Status
smoking	0
or	0
alcohol	0
SOCIAL	0
HISTORY	0
Shows	0
that	0
she	0
does	Status
not	Status
smoke	0
cigarettes	0
or	0
drink	0
alcohol	0
Ethanol	0
tobacco	0
or	0
drugs	0
he	0
smoked	0
2	0
packs	0
per	0
day	0
for	0
40	0
years	0
but	0
quit	0
in	Status
1996	Status
He	0
occasionally	0
has	Status
a	Status
beer	Status
but	0
denies	0
any	0
continuous	0
use	0
of	0
alcohol	0
He	0
denies	0
any	0
illicit	0
drug	0
use	0
SOCIAL	0
HISTORY	0
Some	0
minor	0
second-hand	0
tobacco	Status
exposure	0
SOCIAL	0
HISTORY	0
Denies	Status
any	0
tobacco	0
or	0
alcohol	0
use	0
PERSONAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	Status
Does	Status
not	Status
consume	Status
alcohol	0
No	Status
history	Status
of	0
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
He	0
occasionally	0
drinks	0
and	0
is	0
a	0
nonsmoker	Status
Denies	Status
intravenous	0
drug	0
use	0
She	0
denies	Status
any	Status
significant	0
tobacco	0
alcohol	0
or	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
Patient	0
admits	0
alcohol	Status
use	Status
Drinking	0
is	0
described	0
as	0
heavy	0
Patient	0
denies	Status
illegal	0
drug	0
use	0
Patient	0
denies	0
STD	0
history	0
Patient	0
denies	Status
tobacco	0
use	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
nonsmoker	Status
He	0
occasionally	Status
has	0
a	0
beer	0
SOCIAL	0
HISTORY	0
Patient	0
admits	0
caffeine	0
use	0
She	0
consumes	0
3-5	0
servings	0
per	0
day	0
Patient	0
admits	0
alcohol	0
use	Status
Drinking	0
is	0
described	0
as	0
social	0
Patient	0
admits	0
good	0
diet	0
habits	0
Patient	0
admits	0
exercising	0
regularly	0
Patient	0
denies	0
STD	0
history	0
Uses	0
no	Status
tobacco	0
alcohol	0
or	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
The	0
patient	0
had	0
a	0
long	0
history	0
of	0
smoking	0
but	0
quit	Status
many	0
years	0
ago	0
He	0
does	0
have	Status
chronic	Status
alcohol	0
use	0
HEALTH-RELATED	0
BEHAVIORS	0
AF	0
reports	0
that	0
he	0
smokes	0
1	Status
to	0
2	0
cigarettes	0
per	0
day	0
and	0
drinks	0
40	Status
ounces	0
of	0
beer	0
per	0
day	0
SOCIAL	0
HISTORY	0
No	Status
history	Status
of	0
any	0
smoking	0
alcohol	0
or	0
drug	0
abuse	0
She	0
denies	Status
tobacco	0
alcohol	0
and	0
illicit	0
drug	0
use	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
non-cigarette	Status
smoker	0
He	0
has	Status
occasional	0
glass	0
of	0
wine	0
SOCIAL	0
HISTORY	0
He	0
said	0
he	0
quit	Status
smoking	0
20	0
years	0
ago	0
and	0
does	Status
not	Status
drink	0
alcohol	0
SOCIAL	0
HISTORY	0
He	0
quit	Status
smoking	0
in	0
1968	0
She	0
is	0
a	0
nonsmoker	Status
nondrinker	Status
Denies	Status
tobacco	0
or	0
ethanol	0
use	0
She	0
did	0
smoke	0
in	Status
the	Status
past	Status
up	0
to	0
one	0
to	0
one	0
and	0
a	0
half	0
packs	0
of	0
cigarettes	0
per	0
day	0
for	0
about	0
10	0
years	0
but	0
she	0
quit	0
long	0
time	0
ago	0
She	0
never	Status
drank	Status
any	0
alcohol	0
SOCIAL	0
HISTORY	0
She	0
used	0
to	0
smoke	0
cigarettes	0
and	0
smoked	0
from	0
the	0
age	0
of	0
14	0
to	0
43	0
and	0
quit	Status
at	0
the	0
time	0
of	0
her	0
bypass	0
surgery	0
She	0
does	Status
not	Status
drink	0
alcohol	0
nor	0
use	0
illicit	0
drugs	0
PERSONAL	0
HISTORY	0
Used	Status
to	Status
smoke	0
and	0
drink	0
alcohol	0
but	0
at	0
present	0
does	0
not	0
SOCIAL	0
HISTORY	0
She	0
does	Status
not	Status
smoke	0
or	0
drink	0
SOCIAL	0
HISTORY	0
He	0
does	Status
not	Status
smoke	0
Drinks	Status
occasionally	0
SOCIAL	0
HISTORY	0
Smokes	0
none	Status
Alcohol	0
none	Status
SOCIAL	0
HISTORY	0
She	0
does	Status
not	Status
smoke	0
or	0
drink	0
alcohol	0
Denies	Status
use	Status
of	0
alcohol	0
tobacco	0
or	0
illicit	0
drugs	0
Denies	Status
any	0
tobacco	0
or	0
alcohol	0
use	0
She	0
is	0
a	0
nonsmoker	Status
nondrinker	Status
SOCIAL	0
HISTORY	0
She	0
does	Status
not	Status
smoke	0
She	0
takes	Status
one	0
glass	0
of	0
wine	0
per	0
day	0
Smoking	0
history	0
Smoked	0
1	0
PPD	0
quit	0
5	0
years	0
ago	0
and	0
after	0
smoking	0
for	0
15	0
years	0
Alcohol	0
history	0
Drinks	0
socially	0
Denies	Status
any	Status
history	Status
of	0
drug	0
abuse	0
Does	Status
not	Status
smoke	0
drink	0
or	0
utilize	0
any	0
illicit	0
substances	0
He	0
smokes	Status
one	0
pack	0
per	0
day	0
He	0
smoked	0
50	0
pack	0
years	0
and	0
had	0
no	0
intention	0
of	0
quitting	0
according	0
to	0
him	0
He	0
does	Status
not	Status
smoke	0
He	0
consumes	0
alcohol	0
socially	Status
only	0
He	0
does	Status
not	Status
use	Status
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
The	0
patient	0
smokes	Status
approximately	0
2	0
packs	0
per	0
day	0
times	0
greater	0
than	0
40	0
years	0
He	0
does	Status
drink	Status
occasional	0
alcohol	0
approximately	0
5	0
to	0
6	0
alcoholic	0
drinks	0
per	0
month	0
He	0
denies	Status
any	0
drug	0
use	0
SOCIAL	0
HISTORY	0
He	0
has	0
quit	Status
smoking	0
but	0
unfortunately	0
was	Status
positive	Status
for	Status
cocaine	0
during	0
last	0
hospital	0
stay	0
in	0
01/08	0
He	0
does	Status
not	Status
smoke	0
drink	0
alcohol	0
or	0
consume	0
drugs	0
Social	0
History	0
He	0
was	0
unemployed	0
and	0
denied	Status
any	0
alcohol	0
or	0
drug	0
use	0
He	0
was	0
a	0
prior	Status
�mild�	0
smoker	0
but	0
quit	0
10	0
years	0
previous	0
SOCIAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	Status
and	0
nondrinker	Status
SOCIAL	0
HISTORY	0
Denies	Status
tobacco	0
alcohol	0
or	0
illicit	0
drugs	0
She	0
is	0
a	0
lifetime	Status
nonsmoker	Status
nondrinker	Status
SOCIAL	0
HISTORY	0
Patient	0
denies	Status
alcohol	0
use	0
Patient	0
denies	Status
illegal	0
drug	0
use	0
Patient	0
denies	Status
tobacco	0
use	0
She	0
denies	Status
tobacco	0
at	0
this	0
time	0
though	0
she	0
was	0
a	0
previous	0
smoker	0
stopped	0
four	0
years	0
ago	0
and	0
she	0
denies	Status
alcohol	0
use	0
He	0
continues	Status
to	Status
smoke	0
one	0
pack	0
of	0
cigarettes	0
daily	0
as	0
he	0
has	0
for	0
the	0
past	0
28	0
years	0
He	0
denies	Status
any	0
alcohol	0
or	0
illicit	0
substances	0
She	0
is	0
a	0
nonsmoker	Status
She	0
quit	0
smoking	0
in	0
1972	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	Status
not	Status
smoke	0
or	0
take	0
any	0
drinks	0
The	0
patient	0
has	0
a	0
history	0
of	0
heavy	0
tobacco	0
and	0
alcohol	0
abuse	0
for	0
many	0
years	0
PERSONAL	0
/	0
SOCIAL	0
HISTORY	0
Tobacco	0
history	0
Smoke�s	0
1	0
pack	0
of	0
cigarettes	0
per	0
day	0
Denies	Status
the	Status
past	Status
history	Status
of	0
alcohol	0
Denies	Status
past	Status
/	Status
present	Status
illegal	0
drug	0
use	0
of	0
any	0
kind	0
Tobacco	0
history	0
smokes	0
two	0
packs	0
of	0
cigarettes	0
per	0
day	0
The	0
patient	0
denies	Status
the	Status
use	Status
of	Status
any	0
alcoholic	0
beverages	0
The	0
patient	0
denies	Status
any	Status
current	Status
or	Status
past	Status
history	Status
of	Status
illegal	0
/	0
recreational	0
drug	0
or	0
prescription	0
drug	0
abuse	0
or	0
addiction	0
SOCIAL	0
HISTORY	0
Patient	0
admits	0
caffeine	0
use	0
She	0
consumes	0
3-5	0
servings	0
per	0
day	0
Patient	0
admits	Status
alcohol	0
use	0
Drinking	0
is	0
described	0
as	0
social	0
Patient	0
admits	0
good	0
diet	0
habits	0
Patient	0
admits	0
exercising	0
regularly	0
Patient	0
denies	0
STD	0
history	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	Status
not	Status
smoke	0
nor	0
drink	0
alcohol	0
He	0
smokes	0
two	0
packs	0
a	0
day	0
and	0
he	0
has	0
two	0
beers	0
a	0
day	0
he	0
says	0
but	0
not	Status
consuming	Status
illegal	0
drugs	0
HABITS	0
No	0
tobacco	Status
or	0
alcohol	0
Chewed	0
until	0
2003	Status
She	0
is	Status
a	Status
smoker	0
about	0
a	0
pack	0
and	0
a	0
half	0
for	0
38	0
years	0
and	0
notes	0
rare	0
alcohol	0
use	Status
She	0
reports	0
occasional	0
alcohol	0
use	0
and	0
quit	Status
smoking	0
11	0
years	0
ago	0
SOCIAL	0
HISTORY	0
Negative	Status
for	0
illicit	0
